,token_id,page_num,line_num,line_text,line_left,line_top,line_height,line_width,line_right,line_down,word_num,text,conf,left,top,height,width,right,bottom,image_height,image_widht,is_portrait_page,page_ratio,rows_in_table,cols_in_table,table_num,row_num,col_num,isTableLine,noNeighbours,isLastAmt,tableLineNo,token_dist_next,token_dist_prev,token_dist_forward,token_dist_backward,X_text_start,y_text_start,X_text_end,y_text_end,X_line_start,y_line_start,X_line_end,y_line_end,text_start_grid,text_end_grid,line_start_grid,line_end_grid
0,10000,1,0,Original for Buyer,0.053,0.045,0.013,0.077,0.13,0.058,0,Original,0.994,0.05332192757342458,0.04516129032258064,0.012903225806451618,0.03364699173082407,0.08696891930424865,0.05806451612903226,2480,3507,0,0.707,0,0,0,0,0,1,2,0,1,0.012903225806451618,0.0,0.0,-0.0017108639863130937,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
1,10001,1,0,Original for Buyer,0.053,0.045,0.013,0.077,0.13,0.058,1,for,0.998,0.08867978329056174,0.04516129032258064,0.012903225806451618,0.013972055888223547,0.10265183917878529,0.05806451612903226,2480,3507,0,0.707,0,0,0,0,0,1,2,0,1,0.013306451612903225,0.012903225806451618,-0.0017108639863130937,-0.002281151981750787,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
2,10002,1,0,Original for Buyer,0.053,0.045,0.013,0.077,0.13,0.058,2,Buyer,0.996,0.10493299116053607,0.044758064516129036,0.013306451612903225,0.02509267179925863,0.1300256629597947,0.05806451612903226,2480,3507,0,0.707,0,0,0,0,0,1,2,0,1,0.01209677419354839,0.013306451612903225,-0.002281151981750787,-0.14684915882520674,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
3,10003,1,1,...........,0.277,0.046,0.018,0.004,0.281,0.064,0,...........,0.792,0.27687482178500145,0.04596774193548387,0.017741935483870964,0.003992015968063867,0.2808668377530653,0.06370967741935483,2480,3507,0,0.707,0,0,0,0,0,1,2,0,1,-0.01774193548387097,0.01209677419354839,-0.14684915882520674,0.2238380382092957,2,1,2,1,2,1,2,1,0.125,0.125,0.125,0.125
4,10004,1,2,PAN,0.057,0.081,0.012,0.019,0.076,0.093,0,PAN,0.826,0.057028799543769604,0.0814516129032258,0.01169354838709677,0.016253207869974334,0.07328200741374394,0.09314516129032258,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.011290322580645162,-0.01774193548387097,0.2238380382092957,-0.014827487881380094,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
5,10005,1,3,: AAACF0521C,0.082,0.08,0.014,0.072,0.154,0.094,0,:,0.997,0.08810949529512403,0.08185483870967741,0.01209677419354839,0.004847447961220427,0.09295694325634446,0.0939516129032258,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.013306451612903225,0.011290322580645162,-0.014827487881380094,-0.00313658397490732,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
6,10006,1,3,: AAACF0521C,0.082,0.08,0.014,0.072,0.154,0.094,1,AAACF0521C,0.924,0.09609352723125178,0.08064516129032258,0.013306451612903225,0.05474764756201883,0.1508411747932706,0.0939516129032258,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.016935483870967744,0.013306451612903225,-0.00313658397490732,-0.25292272597661813,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
7,10007,1,4,FOODS AND INNS LIMITED,0.404,0.076,0.017,0.189,0.593,0.094,0,FOODS,0.994,0.4037639007698888,0.07701612903225806,0.016532258064516137,0.04533789563729684,0.4491017964071856,0.0935483870967742,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.016935483870967744,0.016935483870967744,-0.25292272597661813,-0.006558311947533535,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
8,10008,1,4,FOODS AND INNS LIMITED,0.404,0.076,0.017,0.189,0.593,0.094,1,AND,0.994,0.45566010835471915,0.07661290322580645,0.016935483870967744,0.027944111776447067,0.4836042201311662,0.0935483870967742,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.016935483870967744,0.016935483870967744,-0.006558311947533535,-0.007413743940690054,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
9,10009,1,4,FOODS AND INNS LIMITED,0.404,0.076,0.017,0.189,0.593,0.094,2,INNS,0.994,0.49101796407185627,0.07661290322580645,0.016935483870967744,0.03336184773310524,0.5243798118049615,0.0935483870967742,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.016935483870967744,0.016935483870967744,-0.007413743940690054,-0.0059880239520957446,3,1,3,1,2,1,3,1,0.1875,0.1875,0.125,0.1875
10,10010,1,4,FOODS AND INNS LIMITED,0.404,0.076,0.017,0.189,0.593,0.094,3,LIMITED,0.996,0.5303678357570573,0.07661290322580645,0.016935483870967744,0.05902480752780159,0.5893926432848589,0.0935483870967742,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.006451612903225809,0.016935483870967744,-0.0059880239520957446,0.3125178214998574,3,1,3,1,2,1,3,1,0.1875,0.1875,0.125,0.1875
11,10011,1,5,......,0.277,0.087,0.011,0.004,0.281,0.098,0,......,0.878,0.27687482178500145,0.08709677419354839,0.010887096774193541,0.003992015968063867,0.2808668377530653,0.09798387096774193,2480,3507,0,0.707,0,0,0,0,0,1,4,0,3,0.0012096774193548349,0.006451612903225809,0.3125178214998574,0.22412318220701455,2,1,2,1,2,1,2,1,0.125,0.125,0.125,0.125
12,10012,1,6,GSTIN : 27AAACF0521C1ZF,0.057,0.096,0.012,0.121,0.178,0.109,0,GSTIN,0.995,0.05674365554605076,0.0967741935483871,0.01209677419354839,0.026233247790134022,0.08297690333618478,0.10887096774193548,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.01209677419354839,0.0012096774193548349,0.22412318220701455,-0.00456230396350156,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
13,10013,1,6,GSTIN : 27AAACF0521C1ZF,0.057,0.096,0.012,0.121,0.178,0.109,1,:,0.996,0.08753920729968634,0.0967741935483871,0.01209677419354839,0.005132591958939267,0.0926717992586256,0.10887096774193548,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.01209677419354839,0.01209677419354839,-0.00456230396350156,-0.0025662959794696266,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
14,10014,1,6,GSTIN : 27AAACF0521C1ZF,0.057,0.096,0.012,0.121,0.178,0.109,2,27AAACF0521C1ZF,0.835,0.09523809523809523,0.0967741935483871,0.012499999999999997,0.08098089535215283,0.17621899059024806,0.10927419354838709,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012096774193548376,0.01209677419354839,-0.0025662959794696266,-0.17365269461077845,1,1,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.0625
15,10015,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,0,Survey,0.996,0.3498716852010265,0.09717741935483871,0.012903225806451604,0.02566295979469635,0.37553464499572287,0.11008064516129032,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.013306451612903225,0.012096774193548376,-0.17365269461077845,-0.002281151981750773,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
16,10016,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,1,"No.340,At",0.979,0.37781579697747364,0.0967741935483871,0.013306451612903225,0.042771599657827175,0.4205873966353008,0.11008064516129032,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.013306451612903225,0.013306451612903225,-0.002281151981750773,-0.001425719988594254,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
17,10017,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,2,Post,0.994,0.42201311662389507,0.0967741935483871,0.012903225806451618,0.018819503849443975,0.44083262047333904,0.10967741935483871,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012903225806451618,0.013306451612903225,-0.001425719988594254,-0.001425719988594254,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
18,10018,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,3,"Gonde,",0.956,0.4422583404619333,0.0967741935483871,0.012903225806451618,0.030510407755916735,0.47276874821785003,0.10967741935483871,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012903225806451618,0.012903225806451618,-0.001425719988594254,-0.0017108639863130937,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
19,10019,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,4,Tal,0.994,0.4744796122041631,0.0967741935483871,0.012499999999999997,0.014542343883661213,0.48902195608782434,0.10927419354838709,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012499999999999997,0.012903225806451618,-0.0017108639863130937,-0.0017108639863130937,2,1,2,1,2,1,3,1,0.125,0.125,0.125,0.1875
20,10020,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,5,Sinner,0.959,0.49073282007413743,0.0967741935483871,0.012499999999999997,0.02623324779013403,0.5169660678642715,0.10927419354838709,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012499999999999997,0.012499999999999997,-0.0017108639863130937,-0.0017108639863130382,3,1,3,1,2,1,3,1,0.1875,0.1875,0.125,0.1875
21,10021,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,6,Nashik,0.996,0.5186769318505845,0.0967741935483871,0.012499999999999997,0.0273738237810095,0.546050755631594,0.10927419354838709,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012499999999999997,0.012499999999999997,-0.0017108639863130382,-0.0031365839749072366,3,1,3,1,2,1,3,1,0.1875,0.1875,0.125,0.1875
22,10022,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,7,Maharashtra,0.994,0.5491873396065012,0.0967741935483871,0.012499999999999997,0.04761904761904767,0.5968063872255489,0.10927419354838709,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,0.012499999999999997,0.012499999999999997,-0.0031365839749072366,-0.0025662959794696683,3,1,3,1,2,1,3,1,0.1875,0.1875,0.125,0.1875
23,10023,1,7,"Survey No.340,At Post Gonde, Tal Sinner Nashik Maharashtra India-422606.",0.349,0.096,0.013,0.302,0.651,0.11,8,India-422606.,0.994,0.5993726832050186,0.0967741935483871,0.01209677419354839,0.05161106358711143,0.65098374679213,0.10887096774193548,2480,3507,0,0.707,0,0,0,0,0,1,2,0,7,-0.0012096774193548349,0.012499999999999997,-0.0025662959794696683,0.3729683490162532,3,1,3,1,2,1,3,1,0.1875,0.1875,0.125,0.1875
24,10024,1,8,Foods & Inns,0.278,0.11,0.011,0.056,0.334,0.121,0,Foods,0.988,0.2780153977758768,0.11008064516129032,0.010483870967741934,0.024237239806102095,0.3022526375819789,0.12056451612903225,2480,3507,0,0.707,0,0,0,0,0,1,1,0,9,0.010483870967741934,-0.0012096774193548349,0.3729683490162532,-0.001425719988594254,2,1,2,1,2,1,2,1,0.125,0.125,0.125,0.125
25,10025,1,8,Foods & Inns,0.278,0.11,0.011,0.056,0.334,0.121,1,&,0.994,0.30367835757057315,0.11008064516129032,0.010887096774193555,0.005417735956658121,0.3090960935272313,0.12096774193548387,2480,3507,0,0.707,0,0,0,0,0,1,1,0,9,0.010887096774193555,0.010483870967741934,-0.001425719988594254,-0.004562303963501546,2,1,2,1,2,1,2,1,0.125,0.125,0.125,0.125
26,10026,1,8,Foods & Inns,0.278,0.11,0.011,0.056,0.334,0.121,2,Inns,0.246,0.3136583974907328,0.11008064516129032,0.010887096774193555,0.019674935842600494,0.3333333333333333,0.12096774193548387,2480,3507,0,0.707,0,0,0,0,0,1,1,0,9,-0.005645161290322581,0.010887096774193555,-0.004562303963501546,0.27658967778728255,2,1,2,1,2,1,2,1,0.125,0.125,0.125,0.125
27,10027,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,0,State,0.994,0.05674365554605076,0.12661290322580646,0.01169354838709677,0.019674935842600515,0.07641859138865127,0.13830645161290323,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.01169354838709677,-0.005645161290322581,0.27658967778728255,-0.00313658397490732,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
28,10028,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,1,Code,0.994,0.07955517536355859,0.12661290322580646,0.012096774193548376,0.020815511833475908,0.1003706871970345,0.13870967741935483,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.012096774193548376,0.01169354838709677,-0.00313658397490732,-0.0034217279726261735,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
29,10029,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,2,:,0.994,0.10379241516966067,0.12661290322580646,0.012499999999999983,0.004847447961220427,0.1086398631308811,0.13911290322580644,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.012499999999999983,0.012096774193548376,-0.0034217279726261735,-0.0025662959794696266,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
30,10030,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,3,27,0.832,0.11120615911035073,0.12661290322580646,0.012903225806451618,0.009694895922440827,0.12090105503279155,0.13951612903225807,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.012903225806451618,0.012499999999999983,-0.0025662959794696266,-0.003992015968063881,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
31,10031,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,4,Place,0.995,0.12489307100085544,0.12661290322580646,0.013306451612903225,0.0213857998289136,0.14627887082976904,0.13991935483870968,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.013306451612903225,0.012903225806451618,-0.003992015968063881,-0.0034217279726261596,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
32,10032,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,5,of,0.999,0.1497005988023952,0.12661290322580646,0.013306451612903225,0.009409751924721987,0.15911035072711718,0.13991935483870968,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.013306451612903225,0.013306451612903225,-0.0034217279726261596,-0.00285143997718848,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
33,10033,1,9,"State Code : 27 Place of Supply :WADA, Maharashtra",0.056,0.126,0.013,0.228,0.285,0.14,6,Supply,0.994,0.16196179070430566,0.12661290322580646,0.013306451612903225,0.027658967778728255,0.18962075848303392,0.13991935483870968,2480,3507,0,0.707,0,0,0,0,0,1,2,0,10,0.013306451612903225,0.013306451612903225,-0.00285143997718848,-0.0034217279726261873,1,1,1,1,1,1,2,1,0.0625,0.0625,0.0625,0.125
